S10043,ORD5015,2026-07-11,C2095,P1013,3,431.88,5,64.78,1230.86,Website,Credit (30 days),Cancelled
S10044,ORD5016,2025-11-04,C2060,P1007,5,50.91,0,0.00,254.55,Site Visit / Contractor Order,Cash,Pending
S10045,ORD5017,2025-11-27,C2105,P1004,2,157.89,0,0.00,315.78,Site Visit / Contractor Order,Debit Card,Cancelled
S10046,ORD5017,2025-11-27,C2105,P1008,3,43.90,5,6.58,125.12,Site Visit / Contractor Order,Debit Card,Cancelled
S10047,ORD5017,2025-11-27,C2105,P1047,5,2185.83,0,0.00,10929.15,Site Visit / Contractor Order,Debit Card,Cancelled
S10048,ORD5017,2025-11-27,C2105,P1054,30,177.02,5,265.53,5045.07,Site Visit / Contractor Order,Debit Card,Cancelled
S10049,ORD5017,2025-11-27,C2105,P1001,21,133.12,0,0.00,2795.52,Site Visit / Contractor Order,Debit Card,Cancelled
S10050,ORD5018,2026-09-13,C2039,P1042,6,16071.09,5,4821.33,91605.21,Showroom,Cash,Completed
S10051,ORD5018,2026-09-13,C2039,P1019,6,264.47,10,158.68,1428.14,Showroom,Cash,Completed
S10052,ORD5019,2025-05-25,C2039,P1045,1,2349.19,0,0.00,2349.19,Site Visit / Contractor Order,Credit Card,Cancelled
S10053,ORD5019,2025-05-25,C2039,P1005,20,77.51,0,0.00,1550.20,Site Visit / Contractor Order,Credit Card,Cancelled
S10054,ORD5019,2025-05-25,C2039,P1010,6,43.54,0,0.00,261.24,Site Visit / Contractor Order,Credit Card,Cancelled
S10055,ORD5019,2025-05-25,C2039,P1046,3,3804.20,0,0.00,11412.60,Site Visit / Contractor Order,Credit Card,Cancelled
S10056,ORD5020,2024-04-20,C2053,P1049,24,84.28,5,101.14,1921.58,Phone Order,Cheque,Completed
S10057,ORD5020,2024-04-20,C2053,P1012,2,51.71,15,15.51,87.91,Phone Order,Cheque,Completed
S10058,ORD5021,2024-06-06,C2047,P1046,4,3804.20,0,0.00,15216.80,Phone Order,UPI,Cancelled
S10059,ORD5021,2024-06-06,C2047,P1004,30,157.89,10,473.67,4263.03,Phone Order,UPI,Cancelled
S10060,ORD5021,2024-06-06,C2047,P1059,25,72.77,10,181.93,1637.32,Phone Order,UPI,Cancelled
S10061,ORD5022,2024-02-05,C2029,P1034,5,2889.86,0,0.00,14449.30,Website,Credit (30 days),Returned
S10062,ORD5022,2024-02-05,C2029,P1054,29,177.02,0,0.00,5133.58,Website,Credit (30 days),Returned
S10063,ORD5022,2024-02-05,C2029,P1061,1,35.53,0,0.00,35.53,Website,Credit (30 days),Returned
S10064,ORD5023,2024-07-13,C2037,P1059,28,72.77,0,0.00,2037.56,Site Visit / Contractor Order,Credit Card,Completed
S10065,ORD5023,2024-07-13,C2037,P1006,27,147.09,0,0.00,3971.43,Site Visit / Contractor Order,Credit Card,Completed
S10066,ORD5023,2024-07-13,C2037,P1025,2,613.26,5,61.33,1165.19,Site Visit / Contractor Order,Credit Card,Completed
S10067,ORD5024,2026-05-13,C2050,P1054,13,177.02,0,0.00,2301.26,Site Visit / Contractor Order,Credit (30 days),Completed
S10068,ORD5024,2026-05-13,C2050,P1033,5,2158.06,0,0.00,10790.30,Site Visit / Contractor Order,Credit (30 days),Completed
S10069,ORD5024,2026-05-13,C2050,P1028,6,9015.25,15,8113.73,45977.77,Site Visit / Contractor Order,Credit (30 days),Completed
S10070,ORD5024,2026-05-13,C2050,P1043,2,3079.11,15,923.73,5234.49,Site Visit / Contractor Order,Credit (30 days),Completed
S10071,ORD5024,2026-05-13,C2050,P1030,6,4994.96,0,0.00,29969.76,Site Visit / Contractor Order,Credit (30 days),Completed
S10072,ORD5025,2025-11-15,C2006,P1049,13,84.28,15,164.35,931.29,Showroom,UPI,Cancelled
S10073,ORD5026,2024-06-14,C2077,P1049,26,84.28,0,0.00,2191.28,Showroom,Bank Transfer,Completed
S10074,ORD5026,2024-06-14,C2077,P1050,15,315.82,15,710.60,4026.70,Showroom,Bank Transfer,Completed
S10075,ORD5026,2024-06-14,C2077,P1007,27,50.91,5,68.73,1305.84,Showroom,Bank Transfer,Completed
S10076,ORD5027,2026-09-03,C2110,P1036,1,4892.01,15,733.80,4158.21,Site Visit / Contractor Order,Cash,Completed
S10077,ORD5027,2026-09-03,C2110,P1061,12,35.53,0,0.00,426.36,Site Visit / Contractor Order,Cash,Completed
S10078,ORD5028,2025-05-04,C2016,P1017,6,736.61,0,0.00,4419.66,Phone Order,Credit (30 days),Pending
S10079,ORD5028,2025-05-04,C2016,P1034,6,2889.86,0,0.00,17339.16,Phone Order,Credit (30 days),Pending
S10080,ORD5028,2025-05-04,C2016,P1031,4,5662.37,5,1132.47,21517.01,Phone Order,Credit (30 days),Pending
S10081,ORD5028,2025-05-04,C2016,P1003,24,136.23,0,0.00,3269.52,Phone Order,Credit (30 days),Pending
S10082,ORD5029,2025-09-20,C2094,P1007,35,50.91,0,0.00,1781.85,Website,Bank Transfer,Completed
S10083,ORD5029,2025-09-20,C2094,P1039,5,17126.44,10,8563.22,77068.98,Website,Bank Transfer,Completed
S10084,ORD5029,2025-09-20,C2094,P1059,24,72.77,0,0.00,1746.48,Website,Bank Transfer,Completed
S10085,ORD5029,2025-09-20,C2094,P1053,39,214.82,0,0.00,8377.98,Website,Bank Transfer,Completed
S10086,ORD5030,2026-04-14,C2013,P1031,4,5662.37,0,0.00,22649.48,Website,Bank Transfer,Completed
S10087,ORD5031,2024-08-03,C2002,P1019,2,264.47,5,26.45,502.49,Showroom,UPI,Cancelled
S10088,ORD5031,2024-08-03,C2002,P1043,5,3079.11,0,0.00,15395.55,Showroom,UPI,Cancelled
S10089,ORD5031,2024-08-03,C2002,P1061,13,35.53,5,23.09,438.80,Showroom,UPI,Cancelled
S10090,ORD5031,2024-08-03,C2002,P1027,4,9174.46,0,0.00,36697.84,Showroom,UPI,Cancelled
S10091,ORD5031,2024-08-03,C2002,P1051,31,188.54,10,584.47,5260.27,Showroom,UPI,Cancelled
S10092,ORD5032,2025-04-14,C2085,P1056,20,107.71,0,0.00,2154.20,Phone Order,Cash,Pending
S10093,ORD5032,2025-04-14,C2085,P1062,11,121.84,0,0.00,1340.24,Phone Order,Cash,Pending
S10094,ORD5032,2025-04-14,C2085,P1017,1,736.61,0,0.00,736.61,Phone Order,Cash,Pending
S10095,ORD5033,2025-08-18,C2011,P1032,6,8120.08,0,0.00,48720.48,Website,Bank Transfer,Pending
S10096,ORD5033,2025-08-18,C2011,P1042,1,16071.09,15,2410.66,13660.43,Website,Bank Transfer,Pending
S10097,ORD5033,2025-08-18,C2011,P1001,9,133.12,0,0.00,1198.08,Website,Bank Transfer,Pending
S10098,ORD5033,2025-08-18,C2011,P1037,3,11451.05,0,0.00,34353.15,Website,Bank Transfer,Pending
S10099,ORD5034,2025-09-04,C2031,P1019,6,264.47,10,158.68,1428.14,Showroom,Credit (30 days),Completed
S10100,ORD5035,2026-03-22,C2009,P1008,20,43.90,5,43.90,834.10,Showroom,UPI,Cancelled
S10101,ORD5035,2026-03-22,C2009,P1014,2,950.32,10,190.06,1710.58,Showroom,UPI,Cancelled
S10102,ORD5035,2026-03-22,C2009,P1054,40,177.02,10,708.08,6372.72,Showroom,UPI,Cancelled
S10103,ORD5036,2024-07-30,C2057,P1036,3,4892.01,15,2201.40,12474.63,Phone Order,Cash,Pending
S10104,ORD5036,2024-07-30,C2057,P1021,2,479.49,10,95.90,863.08,Phone Order,Debit Card,Pending
S10105,ORD5036,2024-07-30,C2057,P1049,27,84.28,0,0.00,2275.56,Phone Order,Debit Card,Pending
S10106,ORD5036,2024-07-30,C2057,P1043,5,3079.11,0,0.00,15395.55,Phone Order,Debit Card,Pending
S10107,ORD5037,2025-08-31,C2051,P1010,2,43.54,15,13.06,74.02,Site Visit / Contractor Order,Debit Card,Cancelled
S10108,ORD5037,2025-08-31,C2051,P1026,4,7306.62,0,0.00,29226.48,Site Visit / Contractor Order,Debit Card,Cancelled
S10109,ORD5037,2025-08-31,C2051,P1019,4,264.47,5,52.89,1004.99,Site Visit / Contractor Order,Debit Card,Cancelled
S10110,ORD5037,2025-08-31,C2051,P1028,2,9015.25,0,0.00,18030.50,Site Visit / Contractor Order,Debit Card,Cancelled
S10111,ORD5037,2025-08-31,C2051,P1038,4,17932.15,5,3586.43,68142.17,Site Visit / Contractor Order,Debit Card,Cancelled
S10112,ORD5038,2025-08-20,C2062,P1059,18,72.77,15,196.48,1113.38,Showroom,Credit Card,Completed
S10113,ORD5038,2025-08-20,C2062,P1015,3,1318.46,5,197.77,3757.61,Showroom,Credit Card,Completed
S10114,ORD5039,2024-07-10,C2009,P1059,8,72.77,0,0.00,582.16,Phone Order,UPI,Completed
S10115,ORD5039,2024-07-10,C2009,P1014,1,950.32,0,0.00,950.32,Phone Order,UPI,Completed
S10116,ORD5039,2024-07-10,C2009,P1035,1,9670.80,5,483.54,9187.26,Phone Order,UPI,Completed
S10117,ORD5039,2024-07-10,C2009,P1001,14,133.12,0,0.00,1863.68,Phone Order,UPI,Completed
S10118,ORD5039,2024-07-10,C2009,P1026,2,7306.62,5,730.66,13882.58,Phone Order,UPI,Completed
S10119,ORD5040,2024-09-07,C2007,P1057,20,129.53,15,388.59,2202.01,Phone Order,Debit Card,Cancelled
S10120,ORD5040,2024-09-07,C2007,P1020,6,257.12,15,231.41,1311.31,Phone Order,Debit Card,Cancelled
S10121,ORD5040,2024-09-07,C2007,P1045,4,2349.19,0,0.00,9396.76,Phone Order,Debit Card,Cancelled
S10122,ORD5040,2024-09-07,C2007,P1015,1,1318.46,0,0.00,1318.46,Phone Order,Debit Card,Cancelled
S10123,ORD5040,2024-09-07,C2007,P1047,5,2185.83,0,0.00,10929.15,Phone Order,Debit Card,Cancelled
S10124,ORD5041,2025-10-17,C2084,P1048,2,3312.78,10,662.56,5963.00,Showroom,Credit (30 days),Completed
S10125,ORD5041,2025-10-17,C2084,P1052,32,180.78,10,578.50,5206.46,Showroom,Credit (30 days),Completed
S10126,ORD5041,2025-10-17,C2084,P1005,19,77.51,0,0.00,1472.69,Showroom,Credit (30 days),Completed
S10127,ORD5041,2025-10-17,C2084,P1045,5,2349.19,0,0.00,11745.95,Showroom,Credit (30 days),Completed
S10128,ORD5042,2026-03-22,C2050,P1055,8,55.79,10,44.63,401.69,Phone Order,Credit (30 days),Returned
S10129,ORD5042,2026-03-22,C2050,P1004,29,157.89,5,228.94,4349.87,Phone Order,Credit (30 days),Returned
S10130,ORD5043,2026-06-04,C2075,P1038,4,17932.15,5,3586.43,68142.17,Site Visit / Contractor Order,Bank Transfer,Returned
S10131,ORD5044,2026-01-13,C2067,P1058,12,123.88,0,0.00,1486.56,Phone Order,Cash,Completed
S10132,ORD5044,2026-01-13,C2067,P1012,13,51.71,0,0.00,672.23,Phone Order,Cash,Completed
S10133,ORD5044,2026-01-13,C2067,P1028,2,9015.25,0,0.00,18030.50,Phone Order,Cash,Completed
S10134,ORD5045,2024-01-14,C2001,P1044,4,718.54,5,143.71,2730.45,Phone Order,Credit (30 days),Returned
S10135,ORD5045,2024-01-14,C2001,P1039,5,17126.44,0,0.00,85632.20,Phone Order,Credit (30 days),Returned
S10136,ORD5045,2024-01-14,C2001,P1063,31,112.97,0,0.00,3502.07,Phone Order,Credit (30 days),Returned
S10137,ORD5045,2024-01-14,C2001,P1005,10,77.51,10,77.51,697.59,Phone Order,Credit (30 days),Returned
S10138,ORD5046,2025-12-14,C2068,P1018,2,389.15,0,0.00,778.30,Showroom,Cash,Completed
S10139,ORD5046,2025-12-14,C2068,P1026,5,7306.62,10,3653.31,32879.79,Showroom,Cash,Completed
S10140,ORD5046,2025-12-14,C2068,P1004,14,157.89,5,110.52,2099.94,Showroom,Cash,Completed
S10141,ORD5047,2024-01-25,C2082,P1042,6,16071.09,5,4821.33,91605.21,Phone Order,Credit (30 days),Completed
S10142,ORD5047,2024-01-25,C2082,P1007,28,50.91,0,0.00,1425.48,Phone Order,Credit (30 days),Completed
S10143,ORD5048,2026-02-27,C2090,P1006,1,147.09,0,0.00,147.09,Phone Order,Bank Transfer,Completed
S10144,ORD5049,2026-02-20,C2046,P1051,38,188.54,10,716.45,6448.07,Site Visit / Contractor Order,Cash,Completed
S10145,ORD5049,2026-02-20,C2046,P1053,19,214.82,0,0.00,4081.58,Site Visit / Contractor Order,Cash,Completed
S10146,ORD5049,2026-02-20,C2046,P1061,36,35.53,0,0.00,1279.08,Site Visit / Contractor Order,Cash,Completed
S10147,ORD5050,2025-12-19,C2103,P1041,3,3937.79,10,1181.34,10632.03,Site Visit / Contractor Order,Credit (30 days),Pending
S10148,ORD5050,2025-12-19,C2103,P1038,2,17932.15,15,5379.65,30484.65,Site Visit / Contractor Order,Credit (30 days),Pending
S10149,ORD5050,2025-12-19,C2103,P1031,6,5662.37,15,5096.13,28878.09,Site Visit / Contractor Order,Credit (30 days),Pending
S10150,ORD5051,2026-04-18,C2114,P1015,3,1318.46,0,0.00,3955.38,Showroom,Credit Card,Pending
S10151,ORD5051,2026-04-18,C2114,P1010,23,43.54,5,50.07,951.35,Showroom,Credit Card,Pending
S10152,ORD5052,2026-04-02,C2061,P1049,21,84.28,0,0.00,1769.88,Showroom,UPI,Completed
S10153,ORD5052,2026-04-02,C2061,P1026,2,7306.62,0,0.00,14613.24,Showroom,UPI,Completed
S10154,ORD5052,2026-04-02,C2061,P1001,20,133.12,0,0.00,2662.40,Showroom,UPI,Completed
S10155,ORD5052,2026-04-02,C2061,P1014,2,950.32,0,0.00,1900.64,Showroom,UPI,Completed
S10156,ORD5052,2026-04-02,C2061,P1006,19,147.09,0,0.00,2794.71,Showroom,UPI,Completed
S10157,ORD5053,2024-08-21,C2021,P1010,40,43.54,0,0.00,1741.60,Website,Credit (30 days),Completed
S10158,ORD5053,2024-08-21,C2021,P1033,6,2158.06,0,0.00,12948.36,Website,Credit (30 days),Completed
S10159,ORD5054,2025-03-24,C2108,P1043,6,3079.11,0,0.00,18474.66,Showroom,Debit Card,Completed
S10160,ORD5055,2024-06-19,C2032,P1048,1,3312.78,10,331.28,2981.50,Showroom,Bank Transfer,Pending
S10161,ORD5056,2025-10-12,C2095,P1033,5,2158.06,0,0.00,10790.30,Showroom,Cheque,Completed
S10162,ORD5056,2025-10-12,C2095,P1025,4,613.26,10,245.30,2207.74,Showroom,Cheque,Completed
S10163,ORD5056,2025-10-12,C2095,P1022,3,550.30,5,82.55,1568.35,Showroom,Cheque,Completed
S10164,ORD5056,2025-10-12,C2095,P1019,2,264.47,0,0.00,528.94,Showroom,Cheque,Completed
S10165,ORD5057,2024-11-17,C2019,P1013,5,431.88,0,0.00,2159.40,Website,Credit (30 days),Completed
S10166,ORD5057,2024-11-17,C2019,P1039,6,17126.44,5,5137.93,97620.71,Website,Credit (30 days),Completed
S10167,ORD5057,2024-11-17,C2019,P1051,30,188.54,15,848.43,4807.77,Website,Credit (30 days),Completed
S10168,ORD5057,2024-11-17,C2019,P1019,5,264.47,5,66.12,1256.23,Website,Credit (30 days),Completed
S10169,ORD5058,2024-10-13,C2065,P1018,6,389.15,0,0.00,2334.90,Phone Order,Cheque,Cancelled
S10170,ORD5058,2024-10-13,C2065,P1002,15,122.29,10,183.44,1650.91,Phone Order,Cheque,Cancelled
S10171,ORD5058,2024-10-13,C2065,P1056,12,107.71,0,0.00,1292.52,Phone Order,Cheque,Cancelled
S10172,ORD5059,2024-07-08,C2095,P1028,2,9015.25,10,1803.05,16227.45,Website,Credit (30 days),Pending
S10173,ORD5059,2024-07-08,C2095,P1058,39,123.88,0,0.00,4831.32,Website,Credit (30 days),Pending
S10174,ORD5059,2024-07-08,C2095,P1013,5,431.88,0,0.00,2159.40,Website,Credit (30 days),Pending
S10175,ORD5059,2024-07-08,C2095,P1003,35,136.23,0,0.00,4768.05,Website,Credit (30 days),Pending
S10176,ORD5060,2026-02-27,C2057,P1049,40,84.28,0,0.00,3371.20,Phone Order,Cheque,Completed
S10177,ORD5060,2026-02-27,C2057,P1014,1,950.32,10,95.03,855.29,Phone Order,Cheque,Completed
S10178,ORD5060,2026-02-27,C2057,P1047,4,2185.83,5,437.17,8306.15,Phone Order,Cheque,Completed
S10179,ORD5060,2026-02-27,C2057,P1052,17,180.78,0,0.00,3073.26,Phone Order,Cheque,Completed
S10180,ORD5061,2026-01-20,C2069,P1052,22,180.78,0,0.00,3977.16,Phone Order,Cash,Returned
S10181,ORD5061,2026-01-20,C2069,P1019,3,264.47,0,0.00,793.41,Phone Order,Cash,Returned
S10182,ORD5061,2026-01-20,C2069,P1010,15,43.54,0,0.00,653.10,Phone Order,Cash,Returned
S10183,ORD5062,2026-03-26,C2019,P1053,39,214.82,0,0.00,8377.98,Phone Order,UPI,Pending
S10184,ORD5062,2026-03-26,C2019,P1018,1,389.15,0,0.00,389.15,Phone Order,UPI,Pending
S10185,ORD5062,2026-03-26,C2019,P1058,37,123.88,0,0.00,4583.56,Phone Order,UPI,Pending
S10186,ORD5062,2026-03-26,C2019,P1005,26,77.51,0,0.00,2015.26,Phone Order,UPI,Pending
S10187,ORD5062,2026-03-26,C2019,P1048,4,3312.78,0,0.00,13251.12,Phone Order,UPI,Pending
S10188,ORD5063,2024-07-09,C2049,P1059,25,72.77,15,272.89,1546.36,Site Visit / Contractor Order,Cheque,Returned
S10189,ORD5063,2024-07-09,C2049,P1047,6,2185.83,5,655.75,12459.23,Site Visit / Contractor Order,Cheque,Returned
S10190,ORD5063,2024-07-09,C2049,P1017,2,736.61,0,0.00,1473.22,Site Visit / Contractor Order,Cheque,Returned
S10191,ORD5063,2024-07-09,C2049,P1010,22,43.54,0,0.00,957.88,Site Visit / Contractor Order,Cheque,Returned
S10192,ORD5064,2026-03-30,C2070,P1003,26,136.23,0,0.00,3541.98,Website,Bank Transfer,Completed
S10193,ORD5064,2026-03-30,C2070,P1033,5,2158.06,10,1079.03,9711.27,Website,Bank Transfer,Completed
S10194,ORD5064,2026-03-30,C2070,P1017,5,736.61,0,0.00,3683.05,Website,Bank Transfer,Completed
S10195,ORD5064,2026-03-30,C2070,P1048,1,3312.78,0,0.00,3312.78,Website,Bank Transfer,Completed
S10196,ORD5065,2025-04-07,C2019,P1017,1,736.61,10,73.66,662.95,Site Visit / Contractor Order,Credit (30 days),Completed
S10197,ORD5065,2025-04-07,C2019,P1029,3,5539.10,10,1661.73,14955.57,Site Visit / Contractor Order,Credit (30 days),Completed
S10198,ORD5065,2025-04-07,C2019,P1022,5,550.30,0,0.00,2751.50,Site Visit / Contractor Order,Credit (30 days),Completed
S10199,ORD5065,2025-04-07,C2019,P1044,6,718.54,0,0.00,4311.24,Site Visit / Contractor Order,Credit (30 days),Completed
S10200,ORD5065,2025-04-07,C2019,P1007,22,50.91,5,56.00,1064.02,Site Visit / Contractor Order,Credit (30 days),Completed
S10201,ORD5066,2026-03-18,C2020,P1049,6,84.28,10,50.57,455.11,Website,Credit (30 days),Pending
S10202,ORD5066,2026-03-18,C2020,P1062,8,121.84,0,0.00,974.72,Website,Credit (30 days),Pending
S10203,ORD5066,2026-03-18,C2020,P1034,4,2889.86,15,1733.92,9825.52,Website,Credit (30 days),Pending
S10204,ORD5067,2024-12-03,C2004,P1054,9,177.02,0,0.00,1593.18,Site Visit / Contractor Order,UPI,Cancelled
S10205,ORD5067,2024-12-03,C2004,P1050,5,315.82,5,78.95,1500.15,Site Visit / Contractor Order,UPI,Cancelled
S10206,ORD5067,2024-12-03,C2004,P1014,4,950.32,0,0.00,3801.28,Site Visit / Contractor Order,UPI,Cancelled
S10207,ORD5068,2025-06-12,C2062,P1047,4,2185.83,5,437.17,8306.15,Phone Order,Cash,Pending
S10208,ORD5068,2025-06-12,C2062,P1016,2,1091.69,5,109.17,2074.21,Phone Order,Cash,Pending
S10209,ORD5068,2025-06-12,C2062,P1010,14,43.54,0,0.00,609.56,Phone Order,Cash,Pending
S10210,ORD5068,2025-06-12,C2062,P1046,6,3804.20,5,1141.26,21683.94,Phone Order,Cash,Pending
S10211,ORD5068,2025-06-12,C2062,P1009,39,43.74,0,0.00,1705.86,Phone Order,Cash,Pending
S10212,ORD5069,2024-07-21,C2002,P1045,5,2349.19,10,1174.60,10571.35,Showroom,Debit Card,Completed
S10213,ORD5070,2026-08-01,C2045,P1031,4,5662.37,0,0.00,22649.48,Showroom,Cheque,Pending
S10214,ORD5070,2026-08-01,C2045,P1042,3,16071.09,0,0.00,48213.27,Showroom,Cheque,Pending
S10215,ORD5071,2024-01-26,C2076,P1010,32,43.54,0,0.00,1393.28,Showroom,Bank Transfer,Completed
S10216,ORD5072,2025-04-20,C2010,P1045,1,2349.19,10,234.92,2114.27,Showroom,Bank Transfer,Pending
S10217,ORD5072,2025-04-20,C2010,P1038,3,17932.15,0,0.00,53796.45,Showroom,Bank Transfer,Pending
S10218,ORD5072,2025-04-20,C2010,P1049,9,84.28,0,0.00,758.52,Showroom,Bank Transfer,Pending
S10219,ORD5073,2024-09-27,C2050,P1001,17,133.12,0,0.00,2263.04,Phone Order,Debit Card,Cancelled
S10220,ORD5073,2024-09-27,C2050,P1050,6,315.82,15,284.24,1610.68,Phone Order,Debit Card,Cancelled
S10221,ORD5073,2024-09-27,C2050,P1034,4,2889.86,10,1155.94,10403.50,Phone Order,Debit Card,Cancelled
S10222,ORD5073,2024-09-27,C2050,P1040,6,10577.02,15,9519.32,53942.80,Phone Order,Debit Card,Cancelled
S10223,ORD5073,2024-09-27,C2050,P1033,6,2158.06,15,1942.25,11006.11,Phone Order,Debit Card,Cancelled
S10224,ORD5074,2026-03-27,C2114,P1016,5,1091.69,0,0.00,5458.45,Site Visit / Contractor Order,Cheque,Returned
S10225,ORD5074,2026-03-27,C2114,P1056,17,107.71,0,0.00,1831.07,Site Visit / Contractor Order,Cheque,Returned
S10226,ORD5074,2026-03-27,C2114,P1059,17,72.77,0,0.00,1237.09,Site Visit / Contractor Order,Cheque,Returned
S10227,ORD5074,2026-03-27,C2114,P1015,6,1318.46,5,395.54,7515.22,Site Visit / Contractor Order,Cheque,Returned
S10228,ORD5075,2025-10-12,C2024,P1018,2,389.15,15,116.75,661.55,Phone Order,UPI,Completed
S10229,ORD5075,2025-10-12,C2024,P1029,6,5539.10,10,3323.46,29911.14,Phone Order,UPI,Completed
S10230,ORD5075,2025-10-12,C2024,P1037,4,11451.05,15,6870.63,38933.57,Phone Order,UPI,Completed
S10231,ORD5075,2025-10-12,C2024,P1035,5,9670.80,0,0.00,48354.00,Phone Order,UPI,Completed
S10232,ORD5076,2024-12-15,C2082,P1005,35,77.51,0,0.00,2712.85,Showroom,Credit (30 days),Completed
S10233,ORD5076,2024-12-15,C2082,P1052,39,180.78,15,1057.56,5992.86,Showroom,Credit (30 days),Completed
S10234,ORD5077,2024-01-10,C2026,P1059,30,72.77,0,0.00,2183.10,Showroom,Bank Transfer,Completed
